"FifoPnlRealized","Buy/Sell","CurrencyPrimary","Symbol","TradeID","TradeDate","TransactionType","Exchange","Quantity","TradePrice","TradeMoney","Taxes","IBCommission","IBCommissionCurrency","NetCash","ClosePrice","IBOrderID","OrderTime","OrderType","TraderID","IBExecID"
"190.22","SELL","USD","SPY","2000000014","20250902","ExchTrade","ARCA","-50","703.49","-35174.50","-3.0956","-2.2877","USD","35169.1167","695.88","3000000014","20250902;145841","LMT","TRADER2","MOCKEXEC00015"
"603.40","SELL","USD","AMZN","2000000015","20250902","ExchTrade","NASDAQ","-25","234.10","-5852.50","-0.6220","-1.1473","USD","5850.7307","241.93","3000000015","20250902;193845","LMT","TRADER3","MOCKEXEC00016"
"-128.14","BUY","USD","MSFT","2000000016","20250902","ExchTrade","NASDAQ","15","397.56","5963.40","-0.5084","-1.0000","USD","5961.8916","387.02","3000000016","20250902;140409","MKT","TRADER3","MOCKEXEC00017"
"-156.94","BUY","USD","AVGO","2000000017","20250902","ExchTrade","NASDAQ","5","1460.03","7300.15","-0.7985","-1.0000","USD","7298.3515","1458.93","3000000017","20250902;202906","MKT","TRADER1","MOCKEXEC00018"
"142.55","BUY","USD","AMD","2000000018","20250902","ExchTrade","NASDAQ","25","113.97","2849.25","-0.1668","-1.7717","USD","2847.3115","115.78","3000000018","20250902;150133","LMT","TRADER3","MOCKEXEC00019"
"-191.02","SELL","USD","MSFT","2000000019","20250902","ExchTrade","NASDAQ","-2","448.17","-896.34","-0.0185","-1.0000","USD","895.3215","440.31","3000000019","20250902;161614","MKT","TRADER1","MOCKEXEC00020"
"-267.46","SELL","USD","AMZN","2000000020","20250902","ExchTrade","NASDAQ","-2","174.65","-349.30","-0.0254","-1.0000","USD","348.2746","161.22","3000000020","20250902;143635","MKT","TRADER2","MOCKEXEC00021"
"342.36","SELL","USD","META","2000000021","20250902","ExchTrade","NASDAQ","-20","488.43","-9768.60","-0.2397","-1.5143","USD","9766.8460","484.31","3000000021","20250902;054738","LMT","TRADER3","MOCKEXEC00022"
"495.38","SELL","USD","NFLX","2000000022","20250902","ExchTrade","NASDAQ","-2","769.45","-1538.90","-0.1332","-1.0000","USD","1537.7668","763.58","3000000022","20250902;191324","MKT","TRADER2","MOCKEXEC00023"
"-321.35","SELL","USD","NVDA","2000000023","20250902","ExchTrade","NASDAQ","-50","168.39","-8419.50","-0.8755","-1.8127","USD","8416.8118","176.32","3000000023","20250902;070227","MKT","TRADER3","MOCKEXEC00024"
"491.97","SELL","USD","META","2000000024","20250902","ExchTrade","NASDAQ","-25","734.28","-18357.00","-0.6419","-1.8564","USD","18354.5017","739.54","3000000024","20250902;104048","LMT","TRADER2","MOCKEXEC00025"
"273.84","SELL","USD","TSLA","2000000025","20250903","ExchTrade","NASDAQ","-20","498.74","-9974.80","-0.3138","-1.2202","USD","9973.2660","509.64","3000000025","20250903;120856","LMT","TRADER1","MOCKEXEC00026"
"599.42","BUY","USD","TSLA","2000000026","20250903","ExchTrade","NASDAQ","2","483.76","967.52","-0.0767","-1.0000","USD","966.4433","474.31","3000000026","20250903;091544","MKT","TRADER3","MOCKEXEC00027"
"21.91","SELL","USD","NFLX","2000000027","20250903","ExchTrade","NASDAQ","-5","876.76","-4383.80","-0.3478","-1.0000","USD","4382.4522","878.81","3000000027","20250903;043752","MKT","TRADER3","MOCKEXEC00028"
"-327.78","SELL","USD","MSFT","2000000028","20250903","ExchTrade","NASDAQ","-1","424.14","-424.14","-0.0503","-1.0000","USD","423.0897","428.38","3000000028","20250903;110402","MKT","TRADER1","MOCKEXEC00029"
"607.69","BUY","USD","NVDA","2000000029","20250903","ExchTrade","NASDAQ","15","111.07","1666.05","-0.0788","-1.0000","USD","1664.9712","98.28","3000000029","20250903;200004","MKT","TRADER2","MOCKEXEC00030"
"240.04","SELL","USD","NVDA","2000000030","20250903","ExchTrade","NASDAQ","-2","138.46","-276.92","-0.0091","-1.0000","USD","275.9109","152.64","3000000030","20250903;094453","LMT","TRADER2","MOCKEXEC00031"
"-187.56","SELL","USD","SPY","2000000031","20250903","ExchTrade","ARCA","-2","468.07","-936.14","-0.0806","-1.0000","USD","935.0594","453.11","3000000031","20250903;043058","LMT","TRADER3","MOCKEXEC00032"
"312.61","BUY","USD","AAPL","2000000032","20250903","ExchTrade","NASDAQ","10","250.25","2502.50","-0.2047","-1.0000","USD","2501.2953","244.24","3000000032","20250903;075449","LMT","TRADER1","MOCKEXEC00033"
"609.35","SELL","USD","MSFT","2000000033","20250903","ExchTrade","NASDAQ","-15","441.68","-6625.20","-0.1872","-1.0000","USD","6624.0128","443.56","3000000033","20250903;203615","LMT","TRADER2","MOCKEXEC00034"
"532.77","SELL","USD","NVDA","2000000034","20250903","ExchTrade","NASDAQ","-10","142.56","-1425.60","-0.0394","-1.0000","USD","1424.5606","129.80","3000000034","20250903;122724","MKT","TRADER1","MOCKEXEC00035"
"274.48","SELL","USD","TSLA","2000000035","20250903","ExchTrade","NASDAQ","-20","347.98","-6959.60","-0.1866","-1.8872","USD","6957.5262","350.72","3000000035","20250903;152542","MKT","TRADER1","MOCKEXEC00036"
"242.52","SELL","USD","AMZN","2000000036","20250903","ExchTrade","NASDAQ","-15","169.43","-2541.45","-0.2591","-1.3156","USD","2539.8753","180.36","3000000036","20250903;182544","LMT","TRADER2","MOCKEXEC00037"
"86.91","SELL","USD","AVGO","2000000037","20250903","ExchTrade","NASDAQ","-2","915.02","-1830.04","-0.1790","-1.0000","USD","1828.8610","924.74","3000000037","20250903;125150","LMT","TRADER2","MOCKEXEC00038"
"79.96","SELL","USD","AVGO","2000000038","20250903","ExchTrade","NASDAQ","-1","1966.93","-1966.93","-0.0431","-1.0000","USD","1965.8869","1969.14","3000000038","20250903;094356","MKT","TRADER1","MOCKEXEC00039"
"232.88","BUY","USD","MSFT","2000000039","20250903","ExchTrade","NASDAQ","5","510.45","2552.25","-0.0761","-1.0000","USD","2551.1739","505.70","3000000039","20250903;052554","MKT","TRADER3","MOCKEXEC00040"
"-154.24","BUY","USD","AMZN","2000000040","20250903","ExchTrade","NASDAQ","20","194.97","3899.40","-0.2342","-1.5923","USD","3897.5735","182.20","3000000040","20250903;155259","LMT","TRADER1","MOCKEXEC00041"
"32.40","BUY","USD","GOOGL","2000000041","20250903","ExchTrade","NASDAQ","50","246.95","12347.50","-1.3319","-2.1223","USD","12344.0458","243.43","3000000041","20250903;175117","MKT","TRADER3","MOCKEXEC00042"
"-172.65","SELL","USD","MSFT","2000000042","20250903","ExchTrade","NASDAQ","-20","553.89","-11077.80","-1.2626","-1.9092","USD","11074.6282","546.35","3000000042","20250903;141918","LMT","TRADER1","MOCKEXEC00043"
"283.76","SELL","USD","AAPL","2000000043","20250904","ExchTrade","NASDAQ","-20","254.70","-5094.00","-0.1609","-1.8907","USD","5091.9484","267.24","3000000043","20250904;111642","LMT","TRADER3","MOCKEXEC00044"
"-290.35","BUY","USD","JPM","2000000044","20250904","ExchTrade","NYSE","2","169.02","338.04","-0.0310","-1.0000","USD","337.0090","172.21","3000000044","20250904;173959","MKT","TRADER3","MOCKEXEC00045"
"45.86","SELL","USD","AVGO","2000000045","20250904","ExchTrade","NASDAQ","-50","1274.49","-63724.50","-4.1775","-3.4052","USD","63716.9173","1265.99","3000000045","20250904;134310","LMT","TRADER3","MOCKEXEC00046"
"144.80","SELL","USD","NFLX","2000000046","20250904","ExchTrade","NASDAQ","-1","1294.64","-1294.64","-0.1304","-1.0000","USD","1293.5096","1299.05","3000000046","20250904;111233","MKT","TRADER2","MOCKEXEC00047"
"84.12","SELL","USD","GOOGL","2000000047","20250904","ExchTrade","NASDAQ","-5","159.17","-795.85","-0.0864","-1.0000","USD","794.7636","169.34","3000000047","20250904;141147","MKT","TRADER2","MOCKEXEC00048"
"439.92","SELL","USD","META","2000000048","20250904","ExchTrade","NASDAQ","-50","549.66","-27483.00","-3.1628","-3.5406","USD","27476.2966","563.29","3000000048","20250904;070736","LMT","TRADER3","MOCKEXEC00049"
"579.37","SELL","USD","NVDA","2000000049","20250904","ExchTrade","NASDAQ","-10","141.21","-1412.10","-0.0908","-1.0000","USD","1411.0092","128.96","3000000049","20250904;175822","LMT","TRADER1","MOCKEXEC00050"
"-76.64","SELL","USD","JPM","2000000050","20250904","ExchTrade","NYSE","-2","218.62","-437.24","-0.0333","-1.0000","USD","436.2067","230.24","3000000050","20250904;141025","LMT","TRADER1","MOCKEXEC00051"
"174.69","SELL","USD","SPY","2000000051","20250904","ExchTrade","ARCA","-15","646.09","-9691.35","-0.5311","-1.0000","USD","9689.8189","654.96","3000000051","20250904;055847","LMT","TRADER2","MOCKEXEC00052"
"521.24","BUY","USD","GOOGL","2000000052","20250904","ExchTrade","NASDAQ","15","313.96","4709.40","-0.4403","-1.0000","USD","4707.9597","300.59","3000000052","20250904;115234","MKT","TRADER1","MOCKEXEC00053"
"245.83","SELL","USD","AAPL","2000000053","20250904","ExchTrade","NASDAQ","-50","237.53","-11876.50","-0.8815","-3.0433","USD","11872.5752","239.32","3000000053","20250904;141337","MKT","TRADER1","MOCKEXEC00054"
"311.02","SELL","USD","SPY","2000000054","20250904","ExchTrade","ARCA","-50","523.45","-26172.50","-1.0748","-4.8362","USD","26166.5890","524.25","3000000054","20250904;144822","LMT","TRADER2","MOCKEXEC00055"
"127.66","SELL","USD","JPM","2000000055","20250904","ExchTrade","NYSE","-2","329.55","-659.10","-0.0582","-1.0000","USD","658.0418","316.73","3000000055","20250904;095304","MKT","TRADER3","MOCKEXEC00056"
"133.74","SELL","USD","TSLA","2000000056","20250904","ExchTrade","NASDAQ","-2","335.85","-671.70","-0.0399","-1.0000","USD","670.6601","350.32","3000000056","20250904;103716","LMT","TRADER3","MOCKEXEC00057"
"-53.86","SELL","USD","NFLX","2000000057","20250904","ExchTrade","NASDAQ","-10","614.65","-6146.50","-0.4730","-1.0000","USD","6145.0270","611.61","3000000057","20250904;071649","MKT","TRADER1","MOCKEXEC00058"
"390.79","BUY","USD","META","2000000058","20250904","ExchTrade","NASDAQ","50","548.33","27416.50","-1.4891","-2.8520","USD","27412.1589","546.69","3000000058","20250904;174328","MKT","TRADER3","MOCKEXEC00059"
"397.24","BUY","USD","GOOGL","2000000059","20250904","ExchTrade","NASDAQ","5","153.37","766.85","-0.0895","-1.0000","USD","765.7605","149.06","3000000059","20250904;145817","MKT","TRADER3","MOCKEXEC00060"
"24.56","SELL","USD","NVDA","2000000060","20250905","ExchTrade","NASDAQ","-2","171.79","-343.58","-0.0268","-1.0000","USD","342.5532","186.07","3000000060","20250905;102123","MKT","TRADER3","MOCKEXEC00061"
"547.48","BUY","USD","AMZN","2000000061","20250905","ExchTrade","NASDAQ","2","150.44","300.88","-0.0203","-1.0000","USD","299.8597","144.34","3000000061","20250905;174430","MKT","TRADER2","MOCKEXEC00062"
"-20.92","SELL","USD","AVGO","2000000062","20250905","ExchTrade","NASDAQ","-20","742.67","-14853.40","-1.6060","-1.0663","USD","14850.7277","741.68","3000000062","20250905;131630","LMT","TRADER3","MOCKEXEC00063"
"-50.52","SELL","USD","AAPL","2000000063","20250905","ExchTrade","NASDAQ","-2","180.25","-360.50","-0.0280","-1.0000","USD","359.4720","172.64","3000000063","20250905;193747","LMT","TRADER2","MOCKEXEC00064"
"-319.11","SELL","USD","TSLA","2000000064","20250905","ExchTrade","NASDAQ","-25","336.79","-8419.75","-0.1953","-1.6681","USD","8417.8866","332.69","3000000064","20250905;205257","LMT","TRADER2","MOCKEXEC00065"
"409.46","SELL","USD","AVGO","2000000065","20250905","ExchTrade","NASDAQ","-15","1005.27","-15079.05","-1.4001","-1.4485","USD","15076.2014","1001.45","3000000065","20250905;074819","LMT","TRADER1","MOCKEXEC00066"
"20.26","SELL","USD","NFLX","2000000066","20250905","ExchTrade","NASDAQ","-10","1116.19","-11161.90","-0.7531","-1.0000","USD","11160.1469","1111.14","3000000066","20250905;141630","LMT","TRADER2","MOCKEXEC00067"
"-304.76","SELL","USD","NVDA","2000000067","20250905","ExchTrade","NASDAQ","-25","115.73","-2893.25","-0.2348","-1.0000","USD","2892.0152","106.67","3000000067","20250905;154804","LMT","TRADER2","MOCKEXEC00068"
"542.25","SELL","USD","AMZN","2000000068","20250905","ExchTrade","NASDAQ","-5","203.23","-1016.15","-0.1109","-1.0000","USD","1015.0391","199.11","3000000068","20250905;140151","LMT","TRADER3","MOCKEXEC00069"
"210.18","SELL","USD","NVDA","2000000069","20250905","ExchTrade","NASDAQ","-2","175.14","-350.28","-0.0374","-1.0000","USD","349.2426","176.51","3000000069","20250905;112940","MKT","TRADER1","MOCKEXEC00070"
"-288.56","BUY","USD","META","2000000070","20250905","ExchTrade","NASDAQ","5","628.65","3143.25","-0.2798","-1.0000","USD","3141.9702","635.89","3000000070","20250905;120747","LMT","TRADER2","MOCKEXEC00071"
"-340.32","SELL","USD","TSLA","2000000071","20250905","ExchTrade","NASDAQ","-25","371.97","-9299.25","-0.8173","-2.1174","USD","9296.3153","371.40","3000000071","20250905;134555","MKT","TRADER3","MOCKEXEC00072"
"-308.27","BUY","USD","NVDA","2000000072","20250905","ExchTrade","NASDAQ","25","139.25","3481.25","-0.3442","-1.1121","USD","3479.7937","130.07","3000000072","20250905;193425","MKT","TRADER1","MOCKEXEC00073"
"-6.58","SELL","USD","GOOGL","2000000073","20250905","ExchTrade","NASDAQ","-15","256.88","-3853.20","-0.3806","-1.1645","USD","3851.6549","255.08","3000000073","20250905;170034","LMT","TRADER1","MOCKEXEC00074"
"-32.37","BUY","USD","GOOGL","2000000074","20250908","ExchTrade","NASDAQ","5","314.35","1571.75","-0.1520","-1.0000","USD","1570.5980","322.14","3000000074","20250908;201001","LMT","TRADER1","MOCKEXEC00075"
"-175.42","BUY","USD","NFLX","2000000075","20250908","ExchTrade","NASDAQ","5","650.49","3252.45","-0.2660","-1.0000","USD","3251.1840","649.43","3000000075","20250908;205143","MKT","TRADER3","MOCKEXEC00076"
"88.80","SELL","USD","GOOGL","2000000076","20250908","ExchTrade","NASDAQ","-10","281.86","-2818.60","-0.2471","-1.0000","USD","2817.3529","295.29","3000000076","20250908;205503","MKT","TRADER2","MOCKEXEC00077"
"118.47","BUY","USD","AVGO","2000000077","20250908","ExchTrade","NASDAQ","15","1234.56","18518.40","-0.6559","-1.0000","USD","18516.7441","1243.61","3000000077","20250908;105203","MKT","TRADER1","MOCKEXEC00078"
"-285.46","BUY","USD","SPY","2000000078","20250908","ExchTrade","ARCA","50","477.82","23891.00","-2.6078","-2.6339","USD","23885.7583","472.77","3000000078","20250908;101759","MKT","TRADER3","MOCKEXEC00079"
"-163.87","BUY","USD","AVGO","2000000079","20250908","ExchTrade","NASDAQ","15","1682.34","25235.10","-2.2406","-1.2756","USD","25231.5838","1672.06","3000000079","20250908;152905","MKT","TRADER1","MOCKEXEC00080"
"-51.88","BUY","USD","MSFT","2000000080","20250908","ExchTrade","NASDAQ","2","411.89","823.78","-0.0674","-1.0000","USD","822.7126","414.06","3000000080","20250908;051633","MKT","TRADER2","MOCKEXEC00081"
"612.14","BUY","USD","NFLX","2000000081","20250908","ExchTrade","NASDAQ","1","572.99","572.99","-0.0379","-1.0000","USD","571.9521","586.07","3000000081","20250908;074906","LMT","TRADER2","MOCKEXEC00082"
"304.73","SELL","USD","JPM","2000000082","20250908","ExchTrade","NYSE","-50","313.40","-15670.00","-1.2258","-4.0818","USD","15664.6924","328.05","3000000082","20250908;064118","MKT","TRADER3","MOCKEXEC00083"
"564.48","SELL","USD","TSLA","2000000083","20250908","ExchTrade","NASDAQ","-15","244.55","-3668.25","-0.2685","-1.0000","USD","3666.9815","237.69","3000000083","20250908;174748","MKT","TRADER1","MOCKEXEC00084"
"-260.78","SELL","USD","NVDA","2000000084","20250909","ExchTrade","NASDAQ","-15","100.76","-1511.40","-0.0712","-1.0000","USD","1510.3288","99.54","3000000084","20250909;171339","MKT","TRADER1","MOCKEXEC00085"
"246.17","BUY","USD","JPM","2000000085","20250909","ExchTrade","NYSE","20","271.56","5431.20","-0.3053","-1.3864","USD","5429.5083","258.15","3000000085","20250909;193414","MKT","TRADER2","MOCKEXEC00086"
"-13.96","SELL","USD","META","2000000086","20250909","ExchTrade","NASDAQ","-5","583.56","-2917.80","-0.2414","-1.0000","USD","2916.5586","588.88","3000000086","20250909;174329","MKT","TRADER3","MOCKEXEC00087"
"82.15","SELL","USD","META","2000000087","20250909","ExchTrade","NASDAQ","-5","685.23","-3426.15","-0.3922","-1.0000","USD","3424.7578","685.76","3000000087","20250909;063337","LMT","TRADER3","MOCKEXEC00088"
"-12.29","SELL","USD","AVGO","2000000088","20250909","ExchTrade","NASDAQ","-20","809.30","-16186.00","-1.4752","-1.1963","USD","16183.3285","812.23","3000000088","20250909;120233","MKT","TRADER2","MOCKEXEC00089"
"192.91","SELL","USD","META","2000000089","20250909","ExchTrade","NASDAQ","-15","481.58","-7223.70","-0.2080","-1.0000","USD","7222.4920","467.11","3000000089","20250909;144946","MKT","TRADER1","MOCKEXEC00090"
"537.97","BUY","USD","NFLX","2000000090","20250909","ExchTrade","NASDAQ","2","837.74","1675.48","-0.0678","-1.0000","USD","1674.4122","850.12","3000000090","20250909;113710","LMT","TRADER3","MOCKEXEC00091"
"589.01","SELL","USD","NFLX","2000000091","20250909","ExchTrade","NASDAQ","-50","888.40","-44420.00","-2.4176","-3.9329","USD","44413.6495","877.80","3000000091","20250909;083731","LMT","TRADER3","MOCKEXEC00092"
"-315.40","SELL","USD","META","2000000092","20250909","ExchTrade","NASDAQ","-5","790.02","-3950.10","-0.4235","-1.0000","USD","3948.6765","804.47","3000000092","20250909;084633","LMT","TRADER3","MOCKEXEC00093"
"332.21","SELL","USD","AVGO","2000000093","20250909","ExchTrade","NASDAQ","-1","1758.44","-1758.44","-0.0579","-1.0000","USD","1757.3821","1772.75","3000000093","20250909;204522","MKT","TRADER1","MOCKEXEC00094"
"619.52","BUY","USD","META","2000000094","20250909","ExchTrade","NASDAQ","15","514.01","7710.15","-0.8817","-1.0000","USD","7708.2683","523.16","3000000094","20250909;045652","LMT","TRADER2","MOCKEXEC00095"
"538.77","BUY","USD","AVGO","2000000095","20250910","ExchTrade","NASDAQ","10","674.24","6742.40","-0.5194","-1.0000","USD","6740.8806","681.09","3000000095","20250910;152527","MKT","TRADER3","MOCKEXEC00096"
"22.95","SELL","USD","GOOGL","2000000096","20250910","ExchTrade","NASDAQ","-20","236.30","-4726.00","-0.5594","-1.9999","USD","4723.4407","229.41","3000000096","20250910;055610","MKT","TRADER1","MOCKEXEC00097"
"-341.51","SELL","USD","JPM","2000000097","20250910","ExchTrade","NYSE","-50","287.37","-14368.50","-0.5700","-2.8836","USD","14365.0464","291.91","3000000097","20250910;192145","MKT","TRADER3","MOCKEXEC00098"
"396.52","BUY","USD","AAPL","2000000098","20250910","ExchTrade","NASDAQ","15","256.97","3854.55","-0.2805","-1.2536","USD","3853.0159","258.55","3000000098","20250910;185136","LMT","TRADER1","MOCKEXEC00099"
"-186.91","BUY","USD","AVGO","2000000099","20250910","ExchTrade","NASDAQ","2","1210.10","2420.20","-0.2360","-1.0000","USD","2418.9640","1221.85","3000000099","20250910;143206","LMT","TRADER1","MOCKEXEC00100"
"-322.99","SELL","USD","META","2000000100","20250910","ExchTrade","NASDAQ","-50","721.15","-36057.50","-2.4856","-4.9183","USD","36050.0961","722.65","3000000100","20250910;094942","LMT","TRADER1","MOCKEXEC00101"
"-207.30","SELL","USD","JPM","2000000101","20250910","ExchTrade","NYSE","-20","230.27","-4605.40","-0.3200","-1.0523","USD","4604.0277","227.19","3000000101","20250910;163121","LMT","TRADER3","MOCKEXEC00102"
"-268.06","BUY","USD","AAPL","2000000102","20250910","ExchTrade","NASDAQ","20","269.48","5389.60","-0.4290","-1.1081","USD","5388.0629","264.43","3000000102","20250910;143121","MKT","TRADER1","MOCKEXEC00103"
"611.95","SELL","USD","NFLX","2000000103","20250910","ExchTrade","NASDAQ","-5","876.10","-4380.50","-0.1323","-1.0000","USD","4379.3677","872.98","3000000103","20250910;151803","LMT","TRADER3","MOCKEXEC00104"
"564.20","BUY","USD","SPY","2000000104","20250910","ExchTrade","ARCA","2","548.36","1096.72","-0.0389","-1.0000","USD","1095.6811","546.64","3000000104","20250910;164926","MKT","TRADER3","MOCKEXEC00105"
"498.50","BUY","USD","TSLA","2000000105","20250910","ExchTrade","NASDAQ","50","417.01","20850.50","-1.8010","-2.5042","USD","20846.1948","423.92","3000000105","20250910;062006","MKT","TRADER3","MOCKEXEC00106"
"31.60","SELL","USD","GOOGL","2000000106","20250911","ExchTrade","NASDAQ","-2","171.68","-343.36","-0.0405","-1.0000","USD","342.3195","163.78","3000000106","20250911;161401","MKT","TRADER1","MOCKEXEC00107"
"311.44","BUY","USD","TSLA","2000000107","20250911","ExchTrade","NASDAQ","2","443.50","887.00","-0.0338","-1.0000","USD","885.9662","453.92","3000000107","20250911;065403","MKT","TRADER1","MOCKEXEC00108"
"484.96","BUY","USD","TSLA","2000000108","20250911","ExchTrade","NASDAQ","15","346.80","5202.00","-0.1281","-1.0000","USD","5200.8719","352.79","3000000108","20250911;135118","MKT","TRADER2","MOCKEXEC00109"
"-338.33","SELL","USD","TSLA","2000000109","20250911","ExchTrade","NASDAQ","-20","380.05","-7601.00","-0.3806","-1.3166","USD","7599.3028","381.23","3000000109","20250911;172905","MKT","TRADER3","MOCKEXEC00110"
"515.72","BUY","USD","NVDA","2000000110","20250911","ExchTrade","NASDAQ","20","104.59","2091.80","-0.0699","-1.5054","USD","2090.2247","100.14","3000000110","20250911;175808","LMT","TRADER1","MOCKEXEC00111"
"409.13","BUY","USD","SPY","2000000111","20250911","ExchTrade","ARCA","10","492.13","4921.30","-0.4235","-1.0000","USD","4919.8765","504.01","3000000111","20250911;132010","LMT","TRADER1","MOCKEXEC00112"
"-129.45","BUY","USD","AVGO","2000000112","20250911","ExchTrade","NASDAQ","25","1539.82","38495.50","-4.3423","-1.7310","USD","38489.4267","1524.90","3000000112","20250911;170924","LMT","TRADER3","MOCKEXEC00113"
"-104.53","SELL","USD","GOOGL","2000000113","20250911","ExchTrade","NASDAQ","-25","264.84","-6621.00","-0.3550","-1.0000","USD","6619.6450","272.39","3000000113","20250911;080526","LMT","TRADER1","MOCKEXEC00114"
"-284.46","SELL","USD","GOOGL","2000000114","20250912","ExchTrade","NASDAQ","-1","185.55","-185.55","-0.0070","-1.0000","USD","184.5430","179.95","3000000114","20250912;080901","MKT","TRADER3","MOCKEXEC00115"
"-251.94","BUY","USD","JPM","2000000115","20250912","ExchTrade","NYSE","50","200.44","10022.00","-0.7594","-3.7109","USD","10017.5297","192.79","3000000115","20250912;112823","MKT","TRADER2","MOCKEXEC00116"
"496.52","BUY","USD","TSLA","2000000116","20250912","ExchTrade","NASDAQ","25","472.26","11806.50","-1.1102","-1.4805","USD","11803.9093","474.71","3000000116","20250912;160450","MKT","TRADER3","MOCKEXEC00117"
"-302.07","BUY","USD","MSFT","2000000117","20250912","ExchTrade","NASDAQ","5","357.23","1786.15","-0.2009","-1.0000","USD","1784.9491","353.16","3000000117","20250912;074106","MKT","TRADER3","MOCKEXEC00118"
"161.40","BUY","USD","MSFT","2000000118","20250912","ExchTrade","NASDAQ","20","540.01","10800.20","-0.6388","-1.0000","USD","10798.5612","540.77","3000000118","20250912;084037","MKT","TRADER2","MOCKEXEC00119"
"415.42","BUY","USD","AVGO","2000000119","20250912","ExchTrade","NASDAQ","5","1078.79","5393.95","-0.6119","-1.0000","USD","5392.3381","1076.55","3000000119","20250912;195332","MKT","TRADER1","MOCKEXEC00120"
"440.82","SELL","USD","GOOGL","2000000120","20250912","ExchTrade","NASDAQ","-1","147.26","-147.26","-0.0034","-1.0000","USD","146.2566","160.59","3000000120","20250912;205455","LMT","TRADER1","MOCKEXEC00121"
"-88.10","BUY","USD","SPY","2000000121","20250912","ExchTrade","ARCA","5","517.95","2589.75","-0.2438","-1.0000","USD","2588.5062","506.66","3000000121","20250912;204040","MKT","TRADER3","MOCKEXEC00122"
"-138.30","SELL","USD","AMZN","2000000122","20250912","ExchTrade","NASDAQ","-25","246.53","-6163.25","-0.6882","-1.3275","USD","6161.2343","251.05","3000000122","20250912;095124","MKT","TRADER1","MOCKEXEC00123"
